fix.acid,vol.acid,citric,sugar,chlorides,free.sd,total.sd,density,pH,sulphates,alcohol,label
6.9,0.31,0.33,12.7,0.038,33,116,2,3.04,0.65,10.4,GOOD
7.2,0.23,0.19,13.7,0.052,47,197,2,3.12,0.53,9,BAD
6.9,0.58,0.58,8.2,0.032,29,169,2,3.28,0.44,12.2,GOOD
6.5,0.43,0.28,12,0.056,23,174,2,3.31,0.55,9.3,BAD
8.3,0.26,0.41,9.2,0.042,41,162,2,3.1,0.38,12,GOOD
6.7,0.24,0.26,5.4,0.03,15,94,2,3.15,0.38,12.7,GOOD
7.1,0.12,0.32,9.6,0.054,64,162,2,3.4,0.41,9.4,BAD
6.1,0.19,0.37,2.6,0.041,24,99,2,3.18,0.5,10.9,GOOD
7.3,0.32,0.29,1.5,0.038,32,144,2,3.2,0.55,10.8,BAD
5.8,0.32,0.38,4.75,0.033,23,94,2,3.42,0.42,11.8,GOOD
6.6,0.41,0.16,1.4,0.037,28,160,2,2.95,0.45,10.6,GOOD
7.2,0.695,0.13,2,0.076,12,20,2,3.29,0.54,10.1,BAD
7.7,0.38,0.4,2,0.038,28,152,2,3.18,0.32,12.9,GOOD
7.6,0.22,0.34,9.7,0.035,26,143,2,3.08,0.49,9.8,GOOD
9.9,0.74,0.28,2.6,0.078,21,77,2,3.28,0.51,9.8,BAD
7.3,0.21,0.29,1.6,0.034,29,118,2,3.3,0.5,11,GOOD
6.7,0.25,0.74,19.4,0.054,44,169,3,3.51,0.45,9.8,GOOD
7.2,0.3,0.26,1.5,0.041,46,178,2,3.19,0.56,11.3,GOOD
7.4,0.35,0.24,6,0.042,28,123,2,3.14,0.44,11.3,BAD
7.6,0.21,0.35,1.2,0.041,7,106,2,3.06,0.45,11.3,BAD
6.7,0.25,0.26,13.5,0.06,50,156,2,3.39,0.46,9.9,GOOD
5.4,0.375,0.4,3.3,0.054,29,147,2,3.42,0.52,9.1,BAD
6.4,0.31,0.5,5.8,0.038,42,111,2,3.18,0.53,11.9,GOOD
6.1,0.715,0.1,2.6,0.053,13,27,2,3.57,0.5,11.9,BAD
6.4,0.2,0.22,7.4,0.032,53,172,2,3.24,0.58,11,GOOD
6.4,0.37,0.12,5.9,0.056,6,91,2,3.06,0.46,8.4,BAD
7.8,0.445,0.56,1,0.04,8,84,2,3.25,0.43,10.8,BAD
7.2,0.23,0.46,6.4,0.036,17,85,2,3.1,0.78,11.7,GOOD
6.6,0.39,0.38,9.7,0.053,49,226,2,3.3,0.57,9.4,GOOD
5.6,0.31,0.78,13.9,0.074,23,92,2,3.39,0.48,10.5,GOOD
6.4,0.18,0.35,1,0.045,39,108,2,3.31,0.35,10.9,GOOD
6.1,0.28,0.27,8,0.048,41,162,2,3.21,0.51,9.9,BAD
6.1,0.25,0.48,15.8,0.052,25,94,2,3.07,0.45,9.2,GOOD
6.9,0.44,0.18,11.8,0.051,26,126,2,3.23,0.48,9.1,BAD
10.4,0.41,0.55,3.2,0.076,22,54,2,3.15,0.89,9.9,GOOD
6.5,0.43,0.28,11.25,0.032,31,87,2,3.02,0.38,12.4,GOOD
7,0.43,0.02,1.9,0.08,15,28,2,3.35,0.81,10.6,GOOD
5.8,0.3,0.23,1.5,0.034,37,121,1,2.96,0.34,12.1,GOOD
6.6,0.39,0.39,11.9,0.057,51,221,2,3.26,0.51,8.9,GOOD
6.6,0.3,0.74,4.6,0.041,36,159,2,3.21,0.45,9.9,BAD
7.8,0.32,0.33,2.4,0.037,18,101,2,3.21,0.65,11.7,GOOD
6.8,0.2,0.38,4.7,0.04,27,103,2,3.37,0.58,10.7,GOOD
11.9,0.38,0.49,2.7,0.098,12,42,3,3.16,0.61,10.3,BAD
7.3,0.25,0.27,3.8,0.047,16,79,2,3.07,0.46,11.3,GOOD
6.8,0.3,0.35,2.8,0.038,10,164,2,3.09,0.53,12,GOOD
5.8,0.28,0.3,1.5,0.026,31,114,1,3.32,0.6,12.5,GOOD
7.7,0.28,0.33,6.7,0.037,32,155,2,3.39,0.62,10.7,GOOD
6.9,0.67,0.06,2.1,0.08,8,33,2,3.68,0.71,9.6,BAD
7.2,0.22,0.35,5.5,0.054,37,183,2,3.08,0.5,10.3,BAD
5.8,0.27,0.22,12.7,0.058,42,206,2,3.32,0.38,12.3,GOOD
8.5,0.19,0.49,3.5,0.044,29,117,2,3.14,0.51,10.1,GOOD
6.7,0.46,0.24,1.7,0.077,18,34,2,3.39,0.6,10.6,GOOD
7.1,0.28,0.35,3.5,0.028,35,91,2,2.96,0.33,12.1,BAD
8.1,0.46,0.31,1.7,0.052,50,183,2,3.03,0.42,11.2,BAD
9.8,0.66,0.39,3.2,0.083,21,59,2,3.37,0.71,11.5,GOOD
7.4,0.22,0.33,2,0.045,31,101,2,3.42,0.55,11.4,BAD
10.4,0.34,0.58,3.7,0.174,6,16,2,3.19,0.7,11.3,GOOD
7.6,0.36,0.31,1.7,0.079,26,65,2,3.46,0.62,9.5,GOOD
6.7,0.41,0.34,9.2,0.049,29,150,2,3.22,0.51,9.1,BAD
7.8,0.26,0.27,1.9,0.051,52,195,2,3.23,0.5,10.9,GOOD
7.2,0.24,0.34,1.1,0.045,3,64,2,3.23,0.51,11.4,BAD
6.3,0.2,0.24,1.7,0.052,36,135,2,3.8,0.66,10.8,GOOD
6,0.28,0.49,6.8,0.048,61,222,2,3.19,0.47,9.3,BAD
6.3,0.255,0.37,1.1,0.04,37,114,2,3,0.39,10.9,GOOD
7.8,0.18,0.46,13.6,0.052,38,118,2,3.15,0.5,10,GOOD
7.9,0.27,0.27,1.7,0.034,25,122,2,2.97,0.51,11.9,GOOD
6.8,0.59,0.1,1.7,0.063,34,53,2,3.41,0.67,9.7,BAD
8,0.26,0.28,4.8,0.05,34,150,2,3.13,0.5,10,GOOD
8,0.34,0.49,9,0.033,39,180,2,3.13,0.38,12.3,GOOD
6.8,0.15,0.33,4.7,0.059,31,118,2,3.43,0.39,9,GOOD
6.2,0.25,0.38,7.9,0.045,54,208,2,3.17,0.46,9.1,BAD
7.3,0.19,0.25,1.4,0.051,41,107,2,3.53,0.66,10.5,GOOD
5.7,0.21,0.25,1.1,0.035,26,81,2,3.31,0.52,11.4,GOOD
6.8,0.27,0.37,8.2,0.055,52,192,2,3.11,0.52,9.5,GOOD
5.8,0.23,0.21,1.5,0.044,21,110,2,3.3,0.57,11,GOOD
8,1.18,0.21,1.9,0.083,14,41,2,3.34,0.47,10.5,BAD
8,0.83,0.27,2,0.08,11,63,2,3.29,0.48,9.8,BAD
6.2,0.235,0.34,1.9,0.036,4,117,2,3.4,0.44,12.2,BAD
7.6,0.43,0.4,2.7,0.082,6,11,2,3.44,0.54,12.2,GOOD
9,0.38,0.53,2.1,0.102,19,76,2,2.93,0.57,12.9,BAD
4.7,0.335,0.14,1.3,0.036,69,168,2,3.47,0.46,10.5,BAD
10,0.42,0.5,3.4,0.107,7,21,2,3.26,0.93,11.8,GOOD
6.3,0.21,0.58,10,0.081,34,126,2,2.95,0.46,8.9,BAD
6.5,0.28,0.34,4.6,0.054,22,130,2,3.2,0.46,12,GOOD
7.4,0.33,0.26,2.6,0.04,29,115,2,3.07,0.52,11.8,GOOD
6.7,0.28,0.28,4.5,0.051,14,92,2,3.36,0.58,11.9,GOOD
7,0.62,0.18,1.5,0.062,7,50,2,3.08,0.6,9.3,BAD
6.2,0.52,0.08,4.4,0.071,11,32,2,3.56,0.63,11.6,GOOD
6.5,0.21,0.28,1.4,0.046,26,66,2,3.43,0.48,11.1,GOOD
8.9,0.3,0.35,4.6,0.032,32,148,2,3.15,0.45,11.5,GOOD
7.1,0.21,0.27,8.6,0.056,26,111,2,2.95,0.52,9.5,BAD
7,0.29,0.35,1.4,0.036,42,109,2,3.31,0.62,11.6,GOOD
8.8,0.34,0.33,9.7,0.036,46,172,2,3.08,0.4,10.2,BAD
6.5,0.21,0.35,5.7,0.043,47,197,2,3.24,0.5,10.1,GOOD
7.5,0.23,0.35,17.8,0.058,128,212,3,3.44,0.43,8.9,BAD
7.1,0.22,0.32,16.9,0.056,49,158,2,3.37,0.38,9.6,GOOD
7,0.21,0.28,8.6,0.045,37,221,2,3.25,0.54,10.4,GOOD
6.8,0.22,0.29,8.9,0.046,82,188,2,3.3,0.44,10.3,GOOD
5.8,0.54,0,1.4,0.033,40,107,1,3.26,0.35,12.4,BAD
4.9,0.345,0.34,1,0.068,32,143,2,3.24,0.4,10.1,BAD
5.6,0.28,0.27,3.9,0.043,52,158,2,3.35,0.44,10.7,GOOD
6.6,0.25,0.31,1.5,0.035,32,127,2,3.41,0.47,11.3,GOOD
6.8,0.44,0.37,5.1,0.047,46,201,2,3.08,0.65,10.5,BAD
10.7,0.46,0.39,2,0.061,7,15,2,3.18,0.62,9.5,BAD
6.8,0.785,0,2.4,0.104,14,30,2,3.52,0.55,10.7,GOOD
6.4,0.53,0.09,3.9,0.123,14,31,2,3.5,0.67,11,BAD
7.3,0.26,0.31,1.6,0.04,39,173,2,3.19,0.51,11.4,GOOD
6.6,0.56,0.14,2.4,0.064,13,29,2,3.42,0.62,11.7,GOOD
8.3,0.36,0.57,15,0.052,35,256,3,2.93,0.64,8.6,BAD
9.4,0.5,0.34,3.6,0.082,5,14,2,3.29,0.52,10.7,GOOD
6.2,0.46,0.29,2.1,0.074,32,98,2,3.33,0.62,9.8,BAD
6.5,0.25,0.32,9.9,0.045,41,128,2,3.18,0.52,9.6,GOOD
7.3,0.28,0.35,1.6,0.054,31,148,2,3.18,0.47,10.7,BAD
7.9,0.36,0.53,12.9,0.049,63,139,2,2.94,0.45,9.1,BAD
7.4,0.25,0.36,13.2,0.067,53,178,2,3.01,0.48,9,GOOD
6.2,0.2,0.25,15,0.055,8,120,2,3.19,0.53,9.6,GOOD
6.7,0.28,0.34,8.9,0.048,32,111,2,3.25,0.54,11,GOOD
8.6,0.63,0.17,2.9,0.099,21,119,2,3.09,0.52,9.3,BAD
6,0.34,0.29,6.1,0.046,29,134,2,3.48,0.57,10.7,GOOD
8.1,0.38,0.28,2.1,0.066,13,30,2,3.23,0.73,9.7,GOOD
10.7,0.9,0.34,6.6,0.112,23,99,3,3.22,0.68,9.3,BAD
7.7,0.26,0.34,6.4,0.05,36,163,2,3.19,0.7,11.5,GOOD
7,0.23,0.42,18.05,0.05,35,144,2,3.22,0.42,8.8,BAD
6.6,0.37,0.07,1.4,0.048,58,144,2,3.17,0.38,10,BAD
7.3,0.31,0.25,6.65,0.032,30,138,2,2.9,0.37,11.1,BAD
6.1,0.34,0.21,5,0.042,17,133,2,3.02,0.53,9.4,BAD
6.4,0.26,0.21,7.1,0.04,35,162,2,3.39,0.58,9.9,GOOD
6.8,0.26,0.29,16.95,0.056,48,179,2,3.45,0.4,9.6,BAD
8.2,0.28,0.42,1.8,0.031,30,93,2,3.09,0.39,11.4,BAD
6.9,0.43,0.28,9.4,0.056,29,183,2,3.17,0.43,9.4,BAD
7.9,0.51,0.34,2.6,0.049,13,135,2,3.09,0.51,10,BAD
6,0.41,0.23,1.1,0.066,22,148,2,3.3,0.47,9.63333333333333,BAD
6.9,0.18,0.36,1.3,0.036,40,117,2,3.27,0.95,9.5,GOOD
5.7,0.2,0.3,2.5,0.046,38,125,2,3.34,0.5,9.9,GOOD
7.4,0.19,0.3,12.8,0.053,48.5,229,2,3.14,0.49,9.1,GOOD
8.8,0.24,0.23,10.3,0.032,12,97,2,3.13,0.4,10.7,GOOD
6.3,0.27,0.37,7.9,0.047,58,215,2,3.19,0.48,9.5,GOOD
6.8,0.27,0.29,4.6,0.046,6,88,2,3.34,0.48,10.6,BAD
7.1,0.31,0.47,13.6,0.056,54,197,2,3.1,0.49,9.3,BAD
8.1,0.34,0.28,7.5,0.04,70,230,2,3.14,0.55,9.8,GOOD
8.3,0.65,0.1,2.9,0.089,17,40,2,3.29,0.55,9.5,BAD
6.8,0.14,0.18,1.4,0.047,30,90,2,3.27,0.54,11.2,GOOD
6.1,0.36,0.58,15,0.044,42,115,2,3.15,0.51,9,BAD
5.8,0.33,0.2,16.05,0.047,26,166,2,3.09,0.46,8.9,BAD
7.9,0.345,0.51,15.3,0.047,54,171,2,3.09,0.51,9.1,BAD
8.9,0.75,0.14,2.5,0.086,9,30,2,3.34,0.64,10.5,BAD
6.3,0.26,0.42,7.1,0.045,62,209,2,3.2,0.53,9.5,GOOD
6.8,0.59,0.06,6,0.06,11,18,2,3.41,0.59,10.8,GOOD
7.1,0.33,0.25,1.6,0.03,25,126,2,3.22,0.34,12.1,GOOD
6.4,0.105,0.29,1.1,0.035,44,140,2,3.17,0.55,10.7,GOOD
7.7,0.41,0.76,1.8,0.611,8,45,2,3.06,1.26,9.4,BAD
7,0.15,0.38,15.3,0.045,54,120,2,3.18,0.42,9.8,GOOD
9.9,0.63,0.24,2.4,0.077,6,33,2,3.09,0.57,9.4,BAD
8.4,0.65,0.6,2.1,0.112,12,90,2,3.2,0.52,9.2,BAD
12.5,0.46,0.63,2,0.071,6,15,2,2.99,0.87,10.2,BAD
6.3,0.23,0.22,3.75,0.039,37,116,2,3.23,0.5,10.7,GOOD
9.1,0.45,0.35,2.4,0.08,23,78,2,3.38,0.62,9.5,BAD
8.5,0.46,0.59,1.4,0.414,16,45,2,3.03,1.34,9.2,BAD
5.2,0.22,0.46,6.2,0.066,41,187,2,3.19,0.42,9.73333333333333,BAD
6.4,0.26,0.22,5.1,0.037,23,131,2,3.29,0.32,10.1,BAD
6.8,0.15,0.41,12.9,0.044,79.5,183,2,3.24,0.78,10.2,GOOD
5.7,0.21,0.24,2.3,0.047,60,189,2,3.65,0.72,10.1,GOOD
8,0.29,0.49,11.7,0.035,40,131,2,3.14,0.34,10.8,BAD
7.6,0.48,0.28,10.4,0.049,57,205,2,3.24,0.45,9.3,BAD
5.7,0.24,0.3,1.3,0.03,25,98,1,3.37,0.43,12.4,GOOD
7,0.19,0.33,6.3,0.032,42,127,2,3.31,0.38,12.2,GOOD
7.2,0.27,0.27,2.4,0.048,30,149,2,3.1,0.51,9.2,GOOD
7.3,0.22,0.37,14.3,0.063,48,191,2,2.89,0.38,9,GOOD
6.5,0.26,0.34,1.4,0.04,25,184,2,3.29,0.46,10.7,BAD
5.1,0.21,0.28,1.4,0.047,48,148,2,3.5,0.49,10.4,BAD
5.9,0.22,0.3,1.3,0.052,42,86,2,3.31,0.47,11.55,GOOD
5.8,0.28,0.27,2.6,0.054,30,156,2,3.53,0.42,12.4,BAD
6.2,0.3,0.33,3.5,0.037,37,155,1,3.18,0.37,12.4,GOOD
5.9,0.44,0,1.6,0.042,3,11,2,3.48,0.85,11.7,GOOD
7.6,0.645,0.03,1.9,0.086,14,57,2,3.37,0.46,10.3,BAD
6.4,0.23,0.3,7.1,0.037,63,236,2,3.06,0.34,9.2,GOOD
6.8,0.34,0.44,6.6,0.052,28,156,2,3.14,0.41,9.6,BAD
7.6,0.31,0.49,3.95,0.044,27,131,2,3.08,0.67,12.8,GOOD
7.2,0.4,0.62,10.8,0.041,70,189,2,3.08,0.49,8.6,BAD
6,0.16,0.3,6.7,0.043,43,153,2,3.63,0.46,10.6,BAD
6.4,0.25,0.74,7.8,0.045,52,209,2,3.21,0.42,9.2,GOOD
7.3,0.19,0.27,1.6,0.027,35,136,2,3.38,0.54,11,GOOD
6,0.38,0.26,3.5,0.035,38,111,1,3.18,0.47,13.6,GOOD
6.5,0.3,0.27,4,0.038,37,97,2,3.2,0.6,12.6,GOOD
12.7,0.6,0.65,2.3,0.063,6,25,2,3.03,0.57,9.9,BAD
7,0.22,0.28,1.5,0.037,29,115,2,3.11,0.55,10.5,GOOD
7.1,0.47,0.29,14.8,0.024,22,142,2,3.12,0.48,12,GOOD
9.5,0.37,0.52,2,0.082,6,26,2,3.18,0.51,9.5,BAD
6.7,0.23,0.39,2.5,0.172,63,158,2,3.11,0.36,9.4,GOOD
8.1,0.29,0.36,2.2,0.048,35,53,2,3.27,1.01,12.4,GOOD
12.7,0.59,0.45,2.3,0.082,11,22,2,3,0.7,9.3,GOOD
9.6,0.21,0.28,1.2,0.038,12,53,2,2.8,0.46,10.6,BAD
5.8,0.28,0.35,2.3,0.053,36,114,2,3.28,0.5,10.2,BAD
9.4,0.42,0.32,6.5,0.027,20,167,2,3.08,0.43,10.6,BAD
6.8,0.19,0.32,7.05,0.019,54,188,2,3.25,0.37,11.1,GOOD
6.7,0.21,0.49,1.4,0.047,30,114,2,2.92,0.42,10.8,GOOD
7.1,0.18,0.39,14.5,0.051,48,156,2,3.35,0.78,9.1,BAD
7,0.57,0.1,8.3,0.094,23,188,2,3.4,0.47,9.2,BAD
6.5,0.27,0.26,11,0.03,2,82,2,3.07,0.36,11.2,BAD
8.4,0.665,0.61,2,0.112,13,95,2,3.16,0.54,9.1,BAD
6.1,1.1,0.16,4.4,0.033,8,109,2,3.35,0.47,12.4,BAD
5.6,0.19,0.26,1.4,0.03,12,76,2,3.25,0.37,10.9,GOOD
6.6,0.18,0.26,17.3,0.051,17,149,2,3,0.43,9.4,GOOD
6.4,0.26,0.4,1.7,0.179,5,60,2,3.09,0.54,10.1,BAD
6.1,0.34,0.29,2.2,0.036,25,100,1,3.06,0.44,11.8,GOOD
7,0.15,0.3,13.3,0.049,46,120,2,3.2,0.36,9.5,GOOD
10.6,0.31,0.49,2.5,0.067,6,21,2,3.26,0.86,10.7,GOOD
6.4,0.23,0.35,4.6,0.039,43,147,2,3.18,0.4,11,GOOD
7.6,0.17,0.45,11.2,0.054,56,137,2,3.15,0.47,10,BAD
6.5,0.3,0.29,2.25,0.037,8,210,2,3.19,0.62,9.9,BAD
8.1,0.31,0.36,8.2,0.028,29,142,2,3.01,0.34,13,GOOD
10.4,0.575,0.61,2.6,0.076,11,24,2,3.16,0.69,9,BAD
7.6,0.37,0.34,3.2,0.028,42,162,2,3.01,0.33,12.4,GOOD
5.6,0.185,0.19,7.1,0.048,36,110,2,3.26,0.41,9.5,GOOD
5.9,0.37,0.1,1.6,0.057,39,128,2,3.24,0.48,10.1,BAD
6.5,0.22,0.45,8,0.053,52,196,2,3.23,0.48,9.1,GOOD
6.6,0.18,0.28,3.3,0.044,18,91,2,3.42,0.64,10.8,GOOD
7.7,0.18,0.35,5.8,0.055,25,144,2,3.24,0.54,10.2,GOOD
6.1,0.36,0.41,19.35,0.07,67,207,3,3.39,0.53,9.1,BAD
6.8,0.51,0.01,2.1,0.074,9,25,2,3.33,0.56,9.5,GOOD
7.6,0.78,0,1.7,0.076,33,45,2,3.31,0.62,10.7,GOOD
6.6,0.23,0.18,8.5,0.044,59,188,2,3.16,0.49,9.5,BAD
7.1,0.71,0,1.9,0.08,14,35,2,3.47,0.55,9.4,BAD
6.3,0.29,0.29,3.3,0.037,32,140,1,3.17,0.36,12.8,GOOD
6.9,0.29,0.41,7.8,0.046,52,171,2,3.12,0.51,9.6,BAD
7.1,0.28,0.19,7.8,0.04,48,184,2,3.16,0.5,9.4,BAD
6.6,0.735,0.02,7.9,0.122,68,124,2,3.47,0.53,9.9,BAD
5.8,0.42,0.3,2.2,0.035,26,129,1,3.32,0.47,12.9,GOOD
8.5,0.18,0.51,1.75,0.071,45,88,2,3.33,0.76,11.8,GOOD
6.5,0.28,0.35,9.8,0.067,61,180,2,3.15,0.57,9,BAD
6.6,0.27,0.33,1.4,0.042,24,183,2,3.29,0.46,10.7,BAD
8.7,0.3,0.34,4.8,0.018,23,127,2,3.12,0.49,11.2,GOOD
7,0.19,0.23,5.7,0.123,27,104,2,3.04,0.54,9.4,GOOD
7.6,0.645,0.03,1.9,0.086,14,57,2,3.37,0.46,10.3,BAD
6.6,0.23,0.3,4.6,0.06,29,154,2,3.23,0.49,12.2,GOOD
5.8,0.28,0.66,9.1,0.039,26,159,2,3.66,0.55,10.8,BAD
10.4,0.28,0.54,2.7,0.105,5,19,2,3.25,0.63,9.5,BAD
6.7,0.34,0.4,2.1,0.033,34,111,1,2.97,0.48,12.2,GOOD
7,0.24,0.3,6.7,0.039,37,125,2,3.2,0.39,9.9,BAD
6.2,0.36,0.14,8.9,0.036,38,155,2,3.27,0.5,9.4,BAD
7.1,0.34,0.32,2,0.051,29,130,2,3.3,0.5,10.4,GOOD
7.1,0.18,0.32,12.2,0.048,36,125,2,2.92,0.54,9.4,GOOD
7.2,0.23,0.39,14.2,0.058,49,192,2,2.98,0.48,9,GOOD
5.8,0.19,0.33,4.2,0.038,49,133,2,3.16,0.42,11.3,GOOD
9.6,0.23,0.4,1.5,0.044,19,135,2,2.96,0.49,10.9,BAD
6.6,0.22,0.53,15.1,0.052,22,136,2,2.94,0.35,9.4,BAD
6.2,0.33,0.41,16.8,0.037,58,173,2,3.25,0.57,9.4,GOOD
6,0.28,0.24,17.8,0.047,42,111,2,3.1,0.45,8.9,GOOD
6.5,0.33,0.3,3.8,0.036,34,88,2,3.25,0.63,12.5,GOOD
7.4,0.49,0.27,2.1,0.071,14,25,2,3.35,0.63,12,GOOD
6.4,0.14,0.31,1.2,0.034,53,138,2,3.38,0.35,11.5,GOOD
7.8,0.24,0.18,6.7,0.046,33,160,2,3.2,0.56,9.8,GOOD
7.4,0.31,0.48,14.2,0.042,62,204,2,3.06,0.59,9.4,BAD
8,0.44,0.49,9.1,0.031,46,151,2,3.16,0.27,12.7,GOOD
6.1,0.25,0.48,15.8,0.052,25,94,2,3.07,0.45,9.2,GOOD
8.2,1,0.09,2.3,0.065,7,37,2,3.32,0.55,9,GOOD
6.6,0.295,0.24,1.6,0.039,29,140,2,3.35,0.61,10.4,GOOD
7.4,0.2,0.35,2.1,0.038,30,116,2,3.49,0.77,10.3,GOOD
7.4,0.45,0.32,7.1,0.044,17,117,2,3.32,0.41,10.4,BAD
6.2,0.3,0.31,1.2,0.048,19,125,1,3.32,0.54,12.6,GOOD
6.8,0.33,0.28,1.2,0.032,38,131,1,3.19,0.41,13,GOOD
7.1,0.21,0.4,1.2,0.069,24,156,2,3.42,0.43,10.6,GOOD
7.9,0.3,0.6,1.85,0.048,13,106,2,3.24,0.49,11.85,BAD
6.5,0.18,0.48,18,0.054,56,183,3,2.98,0.61,8.5,GOOD
8.8,0.55,0.04,2.2,0.119,14,56,2,3.21,0.6,10.9,GOOD
10.4,0.44,0.42,1.5,0.145,34,48,2,3.38,0.86,9.9,BAD
7.3,0.35,0.24,2,0.067,28,48,2,3.43,0.54,10,BAD
7,0.15,0.28,14.7,0.051,29,149,2,2.96,0.39,9,GOOD
7.5,0.18,0.31,11.7,0.051,24,94,2,3.19,0.44,9.5,GOOD
9,0.26,0.34,6.7,0.029,21,162,2,3.08,0.5,10.6,GOOD
6.7,0.32,0.44,2.4,0.061,24,34,2,3.29,0.8,11.6,GOOD
8.3,0.58,0.13,2.9,0.096,14,63,2,3.17,0.62,9.1,GOOD
6.9,0.19,0.6,4,0.037,6,122,2,2.92,0.59,10.4,BAD
6.2,0.63,0.31,1.7,0.088,15,64,2,3.46,0.79,9.3,BAD
6.3,0.2,0.26,12.7,0.046,60,143,2,3.26,0.35,10.8,GOOD
7,0.13,0.37,12.85,0.042,36,105,2,3.05,0.55,10.7,GOOD
7.3,0.3,0.74,13.5,0.039,46,165,2,3.02,0.4,8.7,BAD
7.2,0.63,0,1.9,0.097,14,38,2,3.37,0.58,9,GOOD
7.2,0.24,0.29,3,0.036,17,117,2,3.36,0.68,10.1,GOOD
6.2,0.2,0.32,2.8,0.05,17,126,2,3.18,0.55,9.4,GOOD
13.7,0.415,0.68,2.9,0.085,17,43,3,3.06,0.8,10,GOOD
10.6,0.36,0.57,2.3,0.087,6,20,2,3.14,0.72,11.1,GOOD
7.3,0.32,0.23,13.7,0.05,49,197,2,3.2,0.46,8.7,BAD
7.3,0.29,0.3,13,0.043,46,238,2,3.06,0.41,8.7,GOOD
6.9,0.24,0.33,12.5,0.046,47,153,2,3.28,0.77,9.6,GOOD
6.7,0.23,0.33,8.1,0.048,45,176,2,3.11,0.52,10.1,GOOD
10.2,0.44,0.42,2,0.071,7,20,2,3.14,0.79,11.1,GOOD
6.8,0.35,0.53,10.1,0.053,37,151,2,3.07,0.4,9.4,BAD
9.8,0.5,0.34,2.3,0.094,10,45,2,3.24,0.6,9.7,GOOD
5.9,0.48,0.3,1.5,0.037,19,78,2,3.47,0.42,11.9,GOOD
7,0.13,0.37,12.85,0.042,36,105,2,3.05,0.55,10.7,GOOD
7.5,0.23,0.49,7.7,0.049,61,209,2,3.14,0.3,11.1,GOOD
5.7,0.335,0.34,1,0.04,13,174,2,3.27,0.66,10,BAD
8.1,1.33,0,1.8,0.082,3,12,2,3.54,0.48,10.9,BAD
7.1,0.68,0,2.3,0.087,17,26,2,3.45,0.53,9.5,BAD
6.4,0.24,0.27,1.5,0.04,35,105,1,3.13,0.3,12.4,GOOD
5.1,0.26,0.33,1.1,0.027,46,113,1,3.35,0.43,11.4,GOOD
9.1,0.22,0.24,2.1,0.078,1,28,2,3.41,0.87,10.3,GOOD
8.9,0.21,0.34,7.1,0.037,33,150,2,3.1,0.45,9.7,GOOD
5.8,0.61,0.01,8.4,0.041,31,104,2,3.26,0.72,14.05,GOOD
6.2,0.35,0.25,18.4,0.051,28,182,2,3.13,0.62,9.3,GOOD
8.9,0.32,0.49,1.6,0.05,17,131,2,3.13,0.34,9.4,BAD
8,0.2,0.44,1,0.057,24,111,2,3.09,0.32,11.2,GOOD
7.1,0.26,0.34,14.4,0.067,35,189,2,3.07,0.53,9.1,GOOD
10.6,0.42,0.48,2.7,0.065,5,18,2,3.21,0.87,11.3,GOOD
6.4,0.22,0.49,7.5,0.054,42,151,2,3.27,0.52,10.1,GOOD
6.1,0.4,0.31,0.9,0.048,23,170,2,3.22,0.77,9.5,GOOD
5.9,0.15,0.31,5.8,0.041,53,155,2,3.52,0.46,10.5,GOOD
5.4,0.595,0.1,2.8,0.042,26,80,2,3.36,0.38,9.3,BAD
6.8,0.34,0.27,5.2,0.06,14,169,2,3.27,0.57,11.6,GOOD
8.7,0.69,0.31,3,0.086,23,81,3,3.48,0.74,11.6,GOOD
6.5,0.28,0.26,8.8,0.04,44,139,2,3.32,0.37,10.2,GOOD
6.8,0.25,0.28,5,0.035,42,126,2,3.12,0.38,12.6,GOOD
7.5,0.38,0.57,2.3,0.106,5,12,2,3.36,0.55,11.4,GOOD
6.2,0.38,0.42,2.5,0.038,34,117,2,3.36,0.59,11.6,GOOD
8.1,0.78,0.1,3.3,0.09,4,13,2,3.36,0.49,9.5,BAD
6.3,0.3,0.48,1.8,0.069,18,61,2,3.44,0.78,10.3,GOOD
6.4,0.16,0.28,2.2,0.042,33,93,2,3.31,0.43,11.1,GOOD
6.5,0.51,0.15,3,0.064,12,27,2,3.33,0.59,12.8,GOOD
7.3,0.28,0.54,12.9,0.049,62,162.5,2,3.06,0.45,9.1,GOOD
7.8,0.62,0.05,2.3,0.079,6,18,2,3.29,0.63,9.3,BAD
11.4,0.46,0.5,2.7,0.122,4,17,3,3.13,0.7,10.2,BAD
6.2,0.3,0.28,1.6,0.036,28,106,1,3.14,0.41,13.3,GOOD
5.9,0.32,0.33,2.1,0.027,35,138,1,3.37,0.42,12.7,GOOD
8.6,0.37,0.7,12.15,0.039,21,158,2,3,0.73,9.3,GOOD
7.4,0.16,0.3,13.7,0.056,33,168,2,2.9,0.44,8.7,GOOD
6.6,0.16,0.25,9.8,0.049,59.5,137,2,3.16,0.38,10,GOOD
8.4,0.62,0.12,1.8,0.072,38,46,2,3.38,0.89,11.8,GOOD
7,0.5,0.14,1.8,0.078,10,23,2,3.53,0.61,10.4,BAD
6.4,0.14,0.28,7.9,0.057,21,82,2,3.26,0.36,10,GOOD
9.8,1.24,0.34,2,0.079,32,151,2,3.15,0.53,9.5,BAD
8.7,0.33,0.38,3.3,0.063,10,19,2,3.3,0.73,12,GOOD
